채널ID,채널명,대표상위세그먼트,대표하위세그먼트,채널구독자수,최근영상조회수평균,최근영상참여율평균,최근영상실제라이브시작비율,수집영상수,성장성점수_proxy,성장성신뢰도,성장성신뢰도등급,채널력_조회수pct,채널력_활동성pct,채널력_구독자pct,성장성_조회수pct_recalc,성장성_참여율pct_recalc,성장성_업로드pct_recalc,성장성_라이브pct_recalc,팬밀도_기본참여율pct,라이브친화_기본pct,라이브친화_성장변화pct,팬채널리스크,클립채널리스크,기관채널리스크,아카이브리스크,실전성_대형채널패널티,자동제외_투자형,자동제외_정보형,수기제외채널,수기제외매칭키워드,수기제외사유,discovery반영여부,구독자대비조회수,대표세그먼트,댓글수중앙값,댓글수최대값,댓글수평균,댓글수합계,라이브관련비율,실제라이브시작비율,영상길이초중앙값,영상길이초평균,영상참여율중앙값,영상참여율평균,전체참여율,조회수대비댓글비율평균,조회수대비좋아요비율평균,조회수중앙값,조회수최대값,조회수평균,조회수합계,좋아요중앙값,좋아요최대값,좋아요평균,좋아요합계,채널국가KR여부,채널국가_최빈값,채널총영상수,채널총영상수대비조회수,최근기준사용영상수,최근영상길이초평균,최근영상댓글수평균,최근영상라이브관련비율,최근영상좋아요평균,최근최신업로드일,표본관측일수,표본내최근업로드일,표본내최초업로드일,표본신뢰도,한국채널추정여부,한국채널추정여부_엄격,한국추정영상비율,한국추정영상수,채널메타조회성공여부,채널명_최신,채널설명_최신,채널개설일_최신,채널국가_최신,채널구독자수_최신,채널총조회수_최신,채널총영상수_최신,업로드플레이리스트ID,최근수집영상수_최신,최근영상조회수평균_최신,최근영상좋아요평균_최신,최근영상댓글수평균_최신,최근영상참여율평균_최신,최근영상실제라이브시작비율_최신,최근영상길이초평균_최신,최근최신업로드일_최신,채널설명,채널총조회수,최근수집영상수,refresh반영여부,최근2주_업로드수,이전2주_업로드수,최근2주_평균조회수,이전2주_평균조회수,최근2주_평균참여율,이전2주_평균참여율,최근2주_라이브비율,이전2주_라이브비율,최근2주_조회수성장률,최근2주_참여율성장률,최근2주_업로드성장률,최근2주_라이브비율차이,성장성_조회수pct,성장성_참여율pct,성장성_업로드pct,성장성_라이브pct,성장성점수_proxy_raw,성장성수집영상수_4주,__text__,채널력점수,성장성점수_raw,성장성점수,팬밀도점수,라이브친화점수,기관단체리스크_gate,AI뉴스리스크_gate,리믹스쇼츠재업로드리스크_gate,팬클립아카이브리스크_gate,상업판매리스크_gate,외국채널리스크_gate,한국어신호여부_gate,수집영상부족리스크_gate,성장성신뢰도부족리스크_gate,상위세그먼트불명리스크_gate,하위세그먼트불명리스크_gate,한국채널추정불가리스크_gate,운영제외리스크,검증필요리스크,실전성_리스크합,실전성점수,최종점수_raw,최종점수,최종점수분위,채널력점수분위,성장성점수분위,팬밀도점수분위,라이브친화점수분위,실전성점수분위,액션버킷,shortlist_선정여부,shortlist_유형,주의사유,추천사유,자동판정근거,최종순위,운영우선순위
UC4ILhQxtDOX9vJcUk-M61Ug,노노미야 미야 乃ノ宮みや,게임 실황형,명조,2810.0,87.5,0.1977767379018752,1.0,6.0,0.5146439075387751,1.0,높음,0.0269978401727861,0.718682505399568,0.3242440604751619,0.4715867158671586,0.5383469843633656,0.581473968897904,0.4785977859778598,0.9929805615550756,0.9894708423326134,0.4785977859778598,0,0,0,0,0,False,False,0,,,1.0,0.2537366548042705,게임 실황형,0.0,0.0,0.0,0.0,1.0,1.0,13043.5,12767.0,0.1870183942331593,0.1898489504362911,0.1626928471248246,0.0,0.1898489504362911,117.0,178.0,118.83333333333331,713.0,20.0,24.0,19.33333333333333,116.0,0.0,JP,790.0,0.916452442159383,3.0,12856.6,0.3,,16.8,2026-04-30 17:42:29,77.0,2026-03-31T07:56:42Z,2026-01-12T14:32:51Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2020-08-28T09:25:02.978426Z,JP,2810.0,194499.0,790.0,UU4ILhQxtDOX9vJcUk-M61Ug,10.0,87.5,16.8,0.3,0.1977767379018752,1.0,12856.6,2026-05-08 13:00:09+00:00,,194499.0,10.0,1,9.0,4.0,92.75,105.25,0.2206489236768406,0.2019417145310512,1.0,1.0,-0.1187648456057007,0.0926366758310995,1.25,0.0,0.4715867158671586,0.5383469843633656,0.581473968897904,0.4785977859778598,0.5146439075387751,13.0, 노노미야 미야 乃ノ宮みや  게임 실황형 명조,0.32853671706263493,0.5146439075387751,0.5146439075387751,0.9929805615550756,0.861752578243925,0.0,0.0,0.0,0.0,0.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.136,0.102,0.03536,0.9646399999999999,0.6895001821433422,0.6568601821433422,0.9163066954643628,0.21922246220302377,0.6733261339092873,0.9929805615550756,0.9095572354211663,0.1984341252699784,검증필요,True,점수상위검증형,한국 타깃 적합성 낮음,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,"최종=0.657, 채널력=0.329, 성장성=0.515, 팬밀도=0.993, 라이브=0.862, 실전성=0.965, 운영제외리스크=0.136, 검증필요리스크=0.102, 수기제외=0",156,376
UCR_HrzFSq5Sgs9QGA1lAiRA,마무무,,서브컬쳐게임,3760.0,2797.9,0.0431714351643552,0.0,6.0,0.7202354363300226,1.0,높음,0.3693304535637149,0.718682505399568,0.3982181425485961,0.7822878228782287,0.9411764705882352,0.4614604462474645,0.4785977859778598,0.7289416846652268,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,3.607277628032345,,15.5,30.0,17.0,102.0,,0.0,203.0,222.3333333333333,0.0180432947537158,0.0161439641836348,0.0145707240529029,0.009018204506983,0.0071257596766518,2253.5,3469.0,2230.5,13383.0,13.0,33.0,15.5,93.0,1.0,KR,1189.0,11.35114503816794,3.0,129.6,9.1,,20.5,,58.0,2026-03-27T09:01:02Z,2026-01-28T07:00:22Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2014-03-18T10:44:55Z,KR,3760.0,5062104.0,1189.0,UUR_HrzFSq5Sgs9QGA1lAiRA,10.0,2797.9,20.5,9.1,0.0431714351643552,0.0,129.6,2026-05-08 09:00:00+00:00,,5062104.0,10.0,1,8.0,5.0,9326.25,5227.416666666666,0.0267040164717914,0.0113140783418691,0.0,0.0,0.7841030464378519,1.360246735518,0.6,0.0,0.7822878228782287,0.9411764705882352,0.4614604462474645,0.4785977859778598,0.7202354363300226,13.0, 마무무   서브컬쳐게임,0.4973812095032397,0.7202354363300226,0.7202354363300226,0.7289416846652268,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.091,0.00728,0.99272,0.6634701248917165,0.6561901248917166,0.9157667386609071,0.515658747300216,0.964902807775378,0.7289416846652268,0.5013498920086393,0.7313714902807775,즉시검토,True,즉시검토형,상위 세그먼트 불명확,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,"최종=0.656, 채널력=0.497, 성장성=0.720, 팬밀도=0.729, 라이브=0.420, 실전성=0.993, 운영제외리스크=0.000, 검증필요리스크=0.091, 수기제외=0",157,115
UCi8tpvAj_R9GzdzH0B493tQ,디핏,창작·비주얼형,코스프레,14000.0,21761.2,0.0256045319367951,0.2,8.0,0.5467756250957124,1.0,높음,0.7230021598272138,0.9249460043196543,0.6584773218142549,0.4317343173431734,0.9032017870439316,0.581473968897904,0.0560885608856088,0.4632829373650108,0.8639308855291576,0.0560885608856088,0,0,0,0,0,False,False,0,,,0.0,20.94985294117647,창작·비주얼형,23.0,90.0,34.125,273.0,0.5714285714285714,0.25,209.5,4031.125,0.0152911698462512,0.0167585520847738,0.0169803241634435,0.0009443794928955,0.0158141725918783,24857.5,100014.0,35614.75,284918.0,385.5,1530.0,570.625,4565.0,1.0,KR,1046.0,274.7521697203472,3.0,1912.3333333333333,34.7,0.6666666666666666,391.6,,75.0,2026-03-21T06:23:16Z,2026-01-04T17:36:44Z,상대적으로높음,1.0,1.0,1.0,8.0,1,,,2020-06-10T13:55:08.789725Z,KR,14000.0,24917029.0,1046.0,UUi8tpvAj_R9GzdzH0B493tQ,10.0,21761.2,391.6,34.7,0.0256045319367951,0.2,1912.3333333333333,2026-04-28 03:00:46+00:00,,24917029.0,10.0,1,9.0,4.0,30734.67857142857,37134.5,0.0225306748742931,0.0118572478231058,0.3928571428571428,0.5,-0.1723416614892196,0.9001605777681698,1.25,-0.1071428571428571,0.4317343173431734,0.9032017870439316,0.581473968897904,0.0560885608856088,0.5467756250957124,13.0, 디핏  창작·비주얼형 코스프레,0.7807775377969761,0.5467756250957124,0.5467756250957124,0.4632829373650108,0.6619703043682705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6560860252176772,0.6560860252176772,0.9152267818574514,0.8995680345572354,0.7478401727861771,0.4632829373650108,0.8120950323974082,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,"최종=0.656, 채널력=0.781, 성장성=0.547, 팬밀도=0.463, 라이브=0.662, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",158,116
UCkM7CsidMgbfKLZ2bweX4Sg,미 쯔,,음악기타,28300.0,28833.5,0.0485296438030014,0.0,7.0,0.4774264988538529,0.25,낮음,0.7732181425485961,0.8995680345572354,0.7699784017278618,0.225830258302583,0.6612062546537603,0.3025693035835023,0.4785977859778598,0.7764578833693304,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,60.87394160583941,,149.0,1182.0,319.1428571428572,2234.0,0.0,0.0,36.0,35.42857142857143,0.0289393377046476,0.0306903071274831,0.0235589161759433,0.0020945365382918,0.0285957705891912,96996.0,1122554.0,238278.0,1667946.0,2581.0,22067.0,5294.428571428572,37061.0,0.0,,36.0,50543.81818181818,3.0,49.3,103.0,0.0,1171.5,,77.0,2026-03-30T14:04:29Z,2026-01-12T13:02:44Z,상대적으로높음,1.0,1.0,1.0,7.0,1,,,2025-02-12T07:37:50.554721Z,,28300.0,5834235.0,36.0,UUkM7CsidMgbfKLZ2bweX4Sg,10.0,28833.5,1171.5,103.0,0.0485296438030014,0.0,49.3,2026-05-06 12:03:13+00:00,,5834235.0,10.0,1,1.0,1.0,24535.0,47725.0,0.0623598940289382,0.0512310110005238,0.0,0.0,-0.4859088528025144,0.2172294243480891,0.0,0.0,0.225830258302583,0.6612062546537603,0.3025693035835023,0.4785977859778598,0.4097059954154116,2.0, 미 쯔   음악기타,0.816792656587473,0.4774264988538529,0.4943566247134632,0.7764578833693304,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.0,0.0,0.28700000000000003,0.022960000000000005,0.97704,0.678909739712514,0.655949739712514,0.9146868250539957,0.9249460043196545,0.3876889848812095,0.7764578833693304,0.5013498920086393,0.3755399568034557,성장관찰,True,성장관찰형,상위 세그먼트 불명확 / 성장성 신뢰도 낮음,최종점수 상위 10%,"최종=0.656, 채널력=0.817, 성장성=0.494, 팬밀도=0.776, 라이브=0.420, 실전성=0.977, 운영제외리스크=0.000, 검증필요리스크=0.287, 수기제외=0",159,158
UCQ_JKfRlczE8x304DRszrGA,공파리파,버츄얼 퍼포먼스형,버튜버,313000.0,61505.6,0.0267070455581049,0.0,6.0,0.6735716688630158,1.0,높음,0.8461123110151187,0.718682505399568,0.9416846652267818,0.7350553505535056,0.7140729709605361,0.6514536849222448,0.4785977859778598,0.4854211663066954,0.4001079913606911,0.4785977859778598,0,0,0,0,1,False,False,0,,,0.0,0.3157929936305732,버츄얼 퍼포먼스형,20.0,48.0,23.666666666666668,142.0,,0.0,286.5,390.6666666666667,0.0219331617749531,0.021416146187757,0.0213092104599683,0.0015524459220016,0.0198637002657553,12334.0,32180.0,16526.5,99159.0,239.5,687.0,328.5,1971.0,1.0,KR,1363.0,73.2341211225997,3.0,58.6,57.0,,1092.5,,63.0,2026-03-31T03:30:19Z,2026-01-26T04:30:47Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2017-06-17T20:24:14Z,KR,313000.0,386670049.0,1363.0,UUQ_JKfRlczE8x304DRszrGA,10.0,61505.6,1092.5,57.0,0.0267070455581049,0.0,58.6,2026-05-08 03:26:26+00:00,,386670049.0,10.0,1,10.0,4.0,51250.16666666666,33408.25,0.0250804503109863,0.0193669196399148,0.0,0.0,0.5340572064285518,0.295014941833913,1.5,0.0,0.7350553505535056,0.7140729709605361,0.6514536849222448,0.4785977859778598,0.6735716688630158,14.0, 공파리파  버츄얼 퍼포먼스형 버튜버,0.8206263498920086,0.6735716688630158,0.6735716688630158,0.4854211663066954,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,0.6558900868476067,0.6558900868476067,0.9141468682505399,0.9281857451403888,0.9330453563714903,0.48542116630669546,0.5013498920086393,0.0769438444924406,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 성장성 상위권 / 성장성 신뢰도 양호,"최종=0.656, 채널력=0.821, 성장성=0.674, 팬밀도=0.485, 라이브=0.420, 실전성=0.900, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",160,117
UCv_nTOKgkUYX7iy9ldHY2ww,쿄시,버츄얼 퍼포먼스형,버튜버,5980.0,219.2,0.0618851189784754,1.0,6.0,0.427356388358027,0.75,보통,0.0566954643628509,0.718682505399568,0.4994600431965443,0.1343173431734317,0.746090841399851,0.3025693035835023,0.4785977859778598,0.8579913606911447,0.9894708423326134,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,0.5236666666666666,버츄얼 퍼포먼스형,1.0,12.0,2.6666666666666665,16.0,1.0,0.8333333333333334,6246.5,5177.5,0.0431615652847733,0.0453028841200838,0.031190324633991,0.004890380500609,0.0404125036194747,221.5,2146.0,523.6666666666666,3142.0,9.5,40.0,13.666666666666666,82.0,0.0,,152.0,5.426597582037997,3.0,10072.3,1.1,,9.3,,88.0,2026-03-30T22:36:18Z,2026-01-01T13:42:02Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2022-12-26T02:26:14.105885Z,,5980.0,890326.0,152.0,UUv_nTOKgkUYX7iy9ldHY2ww,10.0,219.2,9.3,1.1,0.0618851189784754,1.0,10072.3,2026-05-05 22:30:14+00:00,,890326.0,10.0,1,3.0,3.0,127.0,380.0,0.0478914911806679,0.0357024401800521,1.0,1.0,-0.6657894736842105,0.341406664058389,0.0,0.0,0.1343173431734317,0.746090841399851,0.3025693035835023,0.4785977859778598,0.4031418511440359,6.0, 쿄시  버츄얼 퍼포먼스형 버튜버,0.37694384449244056,0.427356388358027,0.44551729126852024,0.8579913606911447,0.861752578243925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6556934734321632,0.6556934734321632,0.9136069114470843,0.2942764578833693,0.19978401727861772,0.8579913606911447,0.9095572354211663,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,"최종=0.656, 채널력=0.377, 성장성=0.446, 팬밀도=0.858, 라이브=0.862, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",161,118
UCDDpK1E7ua8fg-Nl6XwPUPQ,홈도리,창작·비주얼형,코스프레,29100.0,60114.2,0.0285405425417955,0.0,9.0,0.5651224564457626,1.0,높음,0.8444924406047516,0.9395248380129588,0.7732181425485961,0.7918819188191882,0.1206254653760238,0.8999323867478025,0.4785977859778598,0.5199784017278618,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,39.95620071684588,창작·비주얼형,86.0,132.0,97.88888888888889,881.0,0.0,0.0,36.0,33.0,0.0188050770994593,0.0197693860564582,0.0197285917016661,0.0008246503814781,0.01894473567498,133605.0,149818.0,123864.22222222222,1114778.0,1980.0,3748.0,2345.777777777778,21112.0,0.0,,1465.0,799.1240143369175,3.0,47.0,82.1,0.0,1510.1,,54.0,2026-03-13T12:39:28Z,2026-01-17T14:36:21Z,상대적으로높음,1.0,1.0,1.0,9.0,1,,,2012-12-28T12:26:13Z,,29100.0,143634013.0,1465.0,UUDDpK1E7ua8fg-Nl6XwPUPQ,10.0,60114.2,1510.1,82.1,0.0285405425417955,0.0,47.0,2026-05-08 13:32:18+00:00,,143634013.0,10.0,1,15.0,4.0,48989.30769230769,26493.5,0.0241928805395828,0.0384897523212659,0.0,0.0,0.8491066749318772,-0.3714461881269106,2.75,0.0,0.7918819188191882,0.1206254653760238,0.8999323867478025,0.4785977859778598,0.5651224564457626,19.0, 홈도리  창작·비주얼형 코스프레,0.863498920086393,0.5651224564457626,0.5651224564457626,0.5199784017278618,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6555588646061971,0.6555588646061971,0.9130669546436285,0.9595032397408207,0.7829373650107991,0.5199784017278618,0.5013498920086393,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 실전성 리스크 낮음 / 성장성 신뢰도 양호,"최종=0.656, 채널력=0.863, 성장성=0.565, 팬밀도=0.520, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",162,119
UCZD3yQk0qXLpK1a-bZcLK6A,마이곰이,게임 실황형,롤,54900.0,76896.8,0.0316288684953401,0.0,6.0,0.6026487707290802,0.625,보통,0.8698704103671706,0.718682505399568,0.8288336933045356,0.9321033210332104,0.2702903946388682,0.9256254225828262,0.4785977859778598,0.5750539956803455,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,4.2925,게임 실황형,71.5,120.0,68.33333333333333,410.0,1.0,0.0,386.0,382.3333333333333,0.0287468164517665,0.0285042807912258,0.0263913037933248,0.0019777544705712,0.0265265263206545,28324.5,77458.0,39204.833333333336,235229.0,752.5,1893.0,966.3333333333334,5798.0,0.0,,425.0,557.414691943128,3.0,322.6,90.4,1.0,1499.6,,48.0,2026-03-14T05:35:44Z,2026-01-24T08:36:47Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2022-03-02T02:24:34.845795Z,,54900.0,21045062.0,425.0,UUZD3yQk0qXLpK1a-bZcLK6A,10.0,76896.8,1499.6,90.4,0.0316288684953401,0.0,322.6,2026-04-30 01:22:29+00:00,,21045062.0,10.0,1,4.0,1.0,79406.66666666667,20339.0,0.0362268600212026,0.0428241309798908,0.0,0.0,2.90415785764623,-0.1540549874038578,3.0,0.0,0.9321033210332104,0.2702903946388682,0.9256254225828262,0.4785977859778598,0.6642380331665284,5.0, 마이곰이  게임 실황형 롤,0.8087473002159826,0.6026487707290802,0.5641554817056751,0.5750539956803455,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6553593859770287,0.6553593859770287,0.9125269978401728,0.92170626349892,0.7796976241900648,0.5750539956803455,0.5013498920086393,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 실전성 리스크 낮음,"최종=0.655, 채널력=0.809, 성장성=0.564, 팬밀도=0.575, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",163,120
UC7NQLBO-pAGltlrUJnGQWWg,반달asmr,음악·보이스형,ASMR보이스,13700.0,12829.7,0.0559856916025087,0.0,6.0,0.446302223294526,0.5,보통,0.6409287257019438,0.718682505399568,0.6536177105831533,0.2656826568265683,0.5577066269545793,0.3025693035835023,0.4785977859778598,0.82829373650108,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,5.152761194029851,음악·보이스형,98.5,146.0,104.16666666666669,625.0,,0.0,1694.0,1769.1666666666667,0.0518561720840241,0.0536857011862356,0.0526597824670152,0.009452962991378,0.0442327381948575,11261.5,15648.0,11507.833333333334,69047.0,499.5,600.0,501.8333333333333,3011.0,1.0,KR,70.0,1015.3970588235294,3.0,1769.3,88.9,,551.5,,76.0,2026-03-29T13:45:00Z,2026-01-11T13:45:07Z,상대적으로높음,1.0,1.0,1.0,6.0,1,,,2024-07-15T09:18:37.421266Z,KR,13700.0,1320232.0,70.0,UU7NQLBO-pAGltlrUJnGQWWg,10.0,12829.7,551.5,88.9,0.0559856916025087,0.0,1769.3,2026-05-03 13:45:00+00:00,,1320232.0,10.0,1,2.0,2.0,11931.0,20671.5,0.0566111378039752,0.0510157877587532,0.0,0.0,-0.4228285320368623,0.109678793390032,0.0,0.0,0.2656826568265683,0.5577066269545793,0.3025693035835023,0.4785977859778598,0.3926044465890522,4.0, 반달asmr  음악·보이스형 asmr보이스,0.6706803455723542,0.446302223294526,0.473151111647263,0.82829373650108,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6552161753196366,0.6552161753196366,0.911987041036717,0.7883369330453563,0.28077753779697623,0.82829373650108,0.5013498920086393,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 팬밀도 상위권 / 실전성 리스크 낮음,"최종=0.655, 채널력=0.671, 성장성=0.473, 팬밀도=0.828, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",164,121
UCUFwcPYNHz8d9wOnT1eoAJQ,성우 음성 샘플,음악·보이스형,성우더빙,12800.0,1271.7,0.0416215720698235,0.0,27.0,0.635132777028081,1.0,높음,0.2257019438444924,0.9897408207343412,0.6422786177105831,0.8715867158671586,0.426656738644825,0.6514536849222448,0.4785977859778598,0.7143628509719222,0.4001079913606911,0.4785977859778598,0,0,0,0,0,False,False,0,,,0.0,6.03921875,음악·보이스형,5.0,158.0,14.407407407407408,389.0,0.5555555555555556,0.0,48.0,68.92592592592592,0.0267782426778242,0.0276969997768983,0.030322630721068,0.0048680773481944,0.0228289224287038,1195.0,36752.0,2863.037037037037,77302.0,25.0,1007.0,72.4074074074074,1955.0,1.0,KR,2350.0,33.049166310389055,3.0,43.6,6.1,1.0,24.2,,84.0,2026-03-31T12:13:20Z,2026-01-06T10:48:52Z,상대적으로높음,1.0,1.0,1.0,27.0,1,,,2018-08-14T08:08:00Z,KR,12800.0,13886728.0,2350.0,UUUFwcPYNHz8d9wOnT1eoAJQ,10.0,1271.7,24.2,6.1,0.0416215720698235,0.0,43.6,2026-05-07 13:36:10+00:00,,13886728.0,10.0,1,10.0,4.0,1620.25,628.75,0.037596833821775,0.037549825906029,0.0,0.0,1.5769383697813122,0.0012518810570162,1.5,0.0,0.8715867158671586,0.426656738644825,0.6514536849222448,0.4785977859778598,0.635132777028081,14.0, 성우 음성 샘플  음악·보이스형 성우더빙,0.5764308855291577,0.635132777028081,0.635132777028081,0.7143628509719222,0.4197304400149833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6547713656003478,0.6547713656003478,0.9114470842332614,0.6484881209503239,0.8968682505399568,0.7143628509719222,0.5013498920086393,0.8890388768898488,즉시검토,True,즉시검토형,주요 자동 리스크 낮음,최종점수 상위 10% / 성장성 상위권 / 실전성 리스크 낮음 / 성장성 신뢰도 양호,"최종=0.655, 채널력=0.576, 성장성=0.635, 팬밀도=0.714, 라이브=0.420, 실전성=1.000, 운영제외리스크=0.000, 검증필요리스크=0.000, 수기제외=0",165,122
UCK1YvSf7hFRraM_nV5JKh1Q,강해온,버츄얼 퍼포먼스형,버튜버,19200.0,4345.3,0.0835647370382438,0.1,2.0,0.3855645706558485,0.25,낮음,0.4514038876889849,0.2019438444924406,0.714902807775378,,,0.0422582826233941,,0.9303455723542116,0.8255939524838013,,0,0,0,0,0,False,False,0,,,0.0,1.0097395833333334,버츄얼 퍼포먼스형,29.0,43.0,29.0,58.0,,0.5,127.5,127.5,0.0534710789780058,0.0534710789780058,0.0383762314953319,0.0032868245086833,0.0501842544693224,9693.5,15425.0,9693.5,19387.0,343.0,388.0,343.0,686.0,1.0,KR,67.0,289.35820895522386,2.0,90.5,15.9,,267.0,,22.0,2026-01-31T09:00:06Z,2026-01-08T09:00:43Z,낮음,1.0,1.0,1.0,2.0,1,,,2023-07-09T11:35:35.824146Z,KR,19200.0,923793.0,67.0,UUK1YvSf7hFRraM_nV5JKh1Q,10.0,4345.3,267.0,15.9,0.0835647370382438,0.1,90.5,2026-04-13 10:16:52+00:00,,923793.0,10.0,1,0.0,2.0,,2038.5,,0.0897706677064604,,0.0,,,-1.0,,,,0.0422582826233941,,0.0422582826233941,2.0, 강해온  버츄얼 퍼포먼스형 버튜버,0.416792656587473,0.3855645706558485,0.4713911426639621,0.9303455723542116,0.8255939524838013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.7,0.0,0.0,0.0,0.0,0.30800000000000005,0.024640000000000006,0.97536,0.6789958231856502,0.6543558231856502,0.9109071274298056,0.36042116630669546,0.2678185745140389,0.9303455723542117,0.8760799136069114,0.3126349892008639,성장관찰,True,성장관찰형,성장성 신뢰도 낮음,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권,"최종=0.654, 채널력=0.417, 성장성=0.471, 팬밀도=0.930, 라이브=0.826, 실전성=0.975, 운영제외리스크=0.000, 검증필요리스크=0.308, 수기제외=0",166,159
UCCcjCgSl9qVzD0IQ3LR5ORQ,Bigstart,창작·비주얼형,코스프레,78000.0,5.6,0.1708333333333333,1.0,3.0,0.5,1.0,높음,0.0029697624190064,0.3058855291576673,0.8531317494600432,,,,,0.988120950323974,0.9894708423326134,,0,0,0,0,0,False,False,0,,,0.0,0.0097425997425997,창작·비주얼형,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,180.0,161.0,0.024390243902439,0.0322967479674796,0.011889035667107,0.0,0.0322967479674796,41.0,700.0,252.3333333333333,757.0,1.0,7.0,3.0,9.0,1.0,KR,87568.0,0.0087119642774939,3.0,134.22222222222223,0.0,0.0,0.9,,62.0,2026-03-20T15:55:50Z,2026-01-17T09:07:11Z,보통,1.0,1.0,1.0,3.0,1,,,2015-07-07T01:36:24Z,KR,78000.0,39603006.0,87568.0,UUCcjCgSl9qVzD0IQ3LR5ORQ,10.0,5.6,0.9,0.0,0.1708333333333333,1.0,134.22222222222223,2026-05-09 01:36:01+00:00,,39603006.0,10.0,1,34.0,0.0,53.453125,,0.0802726190835086,,0.90625,,,,,,,,,,,34.0, bigstart  창작·비주얼형 코스프레,0.2790226781857451,0.5,0.5,0.988120950323974,0.9894708423326134,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.4,0.0,0.0,0.0,0.0,0.12,0.202,0.04016,0.95984,0.6919714246220302,0.6542114246220303,0.9103671706263499,0.1398488120950324,0.521598272138229,0.9881209503239741,0.9978401727861771,0.17548596112311016,검증필요,True,점수상위검증형,한국 타깃 적합성 낮음,최종점수 상위 10% / 팬밀도 상위권 / 라이브친화도 상위권 / 성장성 신뢰도 양호,"최종=0.654, 채널력=0.279, 성장성=0.500, 팬밀도=0.988, 라이브=0.989, 실전성=0.960, 운영제외리스크=0.120, 검증필요리스크=0.202, 수기제외=0",167,377
